,Name,Description,Recipe,Ingredients,Nutrition Facts,Video Link
2739,Invisible Man,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add triple sec. brandy. gin. and orange juice to a highball glass filled with ice. Fill with ginger ale., | 2 oz: Gin | .5 oz: Brandy | .5:oz: Triple Sec | 3 oz: Ginger Ale | 2 Dash(s): Orange Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2740,Irish Rickey,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour irish whiskey and juice of lime into a highball glass over ice cubes. Fill with carbonated water and stir. Add the wedge of lime and serve., | 1.5 oz: Irish Whiskey | .5 Juice of: Lime | 1: Lime |: Soda Water,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2741,Irish Spring,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange. add the cherry on top. and serve., | 1 oz: Irish Whiskey | .5 oz: Peach Brandy | 1 oz: Orange Juice | 1 oz: Sours | 1 Slice(s): Orange(s) | 1: Cherry,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2742,Irish Pride,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Layer in a highball glass and mix., | 3 oz: Green Creme De Menthe | 3 oz: Almond Liqueur | 2 oz: Lemon Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2743,Irish Hot Chocolate,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour Bailey`s Irish Cream into a coffee mug then fill with prepared Nestle Hot Chocolate. Top with whipped cream or marshmellows and a cherry., | 1 oz: Irish Cream | fill with: Hot Chocolate,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2744,Ambience,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Rim a collins glass with lime juice and dip in caster sugar. Fill with broken ice. Shake all ingredients in a shaker and strain into the collins glass. Add a slice of lime or a cherry. and serve with straws., | 1 oz: Brandy | 1 oz: Vodka | 1/4 oz: Orange Liqueur | 4 oz: Orange Juice | 1 oz: Lime Juice | 1/4 oz: Sugar Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2745,Italian Colada,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake well over ice cubes in a shaker. and strain into a large highball glass over crushed ice. Garnish with an amarelle cherry. and serve., | 3/4 oz: Brandy | 3/4 oz: White Rum | 1/4 oz: Almond Liqueur | 2 oz: Apple Juice | 1/4 oz: Coconut Cream | 3/4: Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2746,Italian Sombrero,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake amaretto and cream well. pour into a champagne flute. and serve., | 1.5 oz: Almond Liqueur | 3 oz: Light Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2747,Italian Soda 2,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour chambord into bottom of the glass. Top with soda water. Do not stir. Serve with straw., | 2.5 oz: Raspberry Liqueur | fill with: Soda Water,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2748,International Stinger,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake well with ice and pour over ice cubes (on the rocks) in an old-fashioned glass., | 2 oz: Brandy | 3/4 oz: Herbal Liqueur,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2749,Italian Crown,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour both ingredients into an old-fashioned glass half-filled with ice cubes. Allow the ice to melt for a few moments. Stir. and serve., | 2 oz: Canadian Whisky | 2 oz: Almond Liqueur,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2750,Irish Rose,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour ingredients into a stainless steel shaker over ice. shake until completely cold then strain into a chilled stemmed glass or rocks glass filled with ice., | 1 oz: Strawberry Cream Liqueur | 1 oz: Irish Cream | 1 oz: Brown Creme De Cacao,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2751,Ixtapa,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour ingredients into chilled cocktail glass and stir., | 2 oz: Coffee Liqueur | 3/4 oz: White Tequila,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2752,Ivan`s Holiday,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Smirnoff vanilla Vodka. Smirnoff green apple Vodka. Monin cinnamon syrup and Juice - Apple Juice into a highball glass filled up with ice. Put a shaker on the glass and shake it well. Squeeze a wedge of lime in it and serve., | 1 oz: Vanilla Vodka | 1 oz: Apple Vodka | 1 Dash(s): Cinnamon Syrup | 5 oz: Apple Juice | 1: Lime,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2753,Island Tide,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour anejo rum and bacardi limon into a collins glass; with ice if desired. Almost fill with peach juice. and add lemon juice. Stir. and sink 3 mandarin orange and 2 peach slices to the bottom. Garnish the glass with a lemon slice. peach slice or mandari, | 1 oz: Aged Rum | 1 oz: Lemon Rum |: Peach Juice | 1-2 Splash(s): Lemon Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2754,Irish Monk,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour liqueurs into an irish coffee cup. Fill with good quality hot chocolate. Add plenty of whipped cream., | 1 oz: Hazelnut Liqueur | 2 oz: Irish Cream |: Hot Chocolate | 1.5 oz: Whipped Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2755,Ambrosia Martini,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add all ingredients to a cocktail shaker half-filled with ice cubes. Shake vigorously. pour into a highball glass. and serve., | 1.5 oz: Raspberry Vodka | 1.5 oz: Blue Curacao Liqueur | 1.5 oz: Raspberry Liqueur | 2-4 oz: Apple Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2756,Irish Ghost,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour all ingredients into a cocktail shaker with ice and shake for 20 to 30 seconds. Strain into a cup. with some ice if desired. and serve., | 1 oz: Irish Cream | 1 oz: Coffee Liqueur | 1 oz: Herbal Liqueur | 2 oz: Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2757,Irish Cappuccino,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add bailey`s to a standard cappuccino. and serve., | .5 oz: Irish Cream | 1 Cups(s): Cappuccino,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2758,Irish Tea,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Make a cup of tea. Add sugar or sweetener if wanted. Add Bailey`s Irish Cream to your liking., | 1 oz: Irish Cream | 6 - 8 oz: Tea | .5 - 2 tsp: Sugar,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2759,Irish Paddy,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour ingredients into a stainless steel shaker over ice. shake until completely cold then strain into a chilled stemmed or a Rocks glass filled with ice.Side garnish with a York Peppermint Paddy or a Fudge Mint Oreo., | 1 oz: Irish Cream | 1 oz: Creme De Cacao | 1 oz: Green Creme De Menthe,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2760,Island Girl,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add all ingredients to a highball glass. roll. and serve., | 1.5 oz: Vodka | 4 oz: Guava Juice | 1 Splash(s): Cranberry Juice | 1 Dash(s): Orange Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2761,The Icelandic Way,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix a normal glass of Vodka and fanta lemon. drink down to half and fill up with equal parts of beer and coke., | 3 cl: Vodka | 6 cl: Lemon Soda |: Bitter Beer |: Cola,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2762,Irish Mudslide,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Use a chilled beer mug. Add Irish cream and fill with root beer., | 1 oz: Irish Cream | 15 oz: Root Beer,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
2763,Island Doctor,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Captain Morgan`s Parrot Bay coconut rum and Dr. Pepper together over ice in a highball glass. Stir. and serve., | 3 oz: Coconut Rum | 3 oz: Pepper Soda,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
