Name,Description,Recipe,Ingredients,Nutrition Facts,Video Link
Malaysian Pina Colada,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine ingredients with crushed ice in a blender. Pour into a pina-colada glass. and serve with a straw., | 1.5 oz: Coconut Rum | 3 oz: Banana Nectar | 1.5 oz: Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Mafia`s Kiss,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add amaretto. southern comfort. and sour mix to an ice-filled glass. Stir. and serve., | 1 oz: Almond Liqueur | 1 oz: Peach Liqueur | 2 oz: Sours,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Apple Eden,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine ingredients in an old fashioned glass and stir. Garnish with an orange twist., | 1.5 oz: Vodka | 3 oz: Apple Juice | 1: Orange(s),There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Mulatto Russian,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Vodka and coffee liqueur into an old-fashioned glass almost filled with ice cubes. Fill with light cream. add chocolate syrup to taste. and serve., | 2 oz: Vodka | 1 oz: Coffee Liqueur | 2 - 3 oz: Light Cream | 1 - 2 tsp: Chocolate Sauce,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Mint Russian,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour Vodka and coffee liqueur over ice cubes in an old-fashioned glass. Add creme de menthe. top with cream and serve., | 2 oz: Vodka | 1 oz: Coffee Liqueur | 1 Dash(s): Creme De Menthe | 1 oz: Light Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Malibu Breeze,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Malibu coconut rum into a highball glass almost filled with ice cubes. Add the grenadine and top with Juice - PineJuice - Apple Juice. Stir and serve., | 3 oz: Coconut Rum | 3 oz: Apple Juice | 1 oz: Grenadine Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Midori Sour 2,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour midori into a highball glass. add sweet and sour until three-quarters full. and fill with sprite. Stir., | 2 oz: Melon Liqueur |: Sours |: Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Midori Pearl Diver,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add Midori and Malibu to a highball glass full of ice. Fill glass with Juice - PineJuice - Apple Juice. Stir and serve., | 1 oz: Coconut Rum | 1 oz: Melon Liqueur | 4 oz: Apple Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Midori Sour 3,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine ingredients in a cocktail shaker. Shake well and strain into a martini cocktail glass. Garnish with an orange slice and serve., | 1 oz: Melon Liqueur | 2 oz: Sours,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Midori Chan,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add ingredients to a blender with ice and mix until desired consistency is achieved. Strain into a highball glass with/without ice., | 1 Part(s): Rum | 1 Part(s): Pina Colada Mix | 1 Part(s): Melon Liqueur | 2 Can(s): Pineapple(s),There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Mega Mixer,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Stir everything together., | 1 oz: Vodka | 1 oz: Cranberry Juice | 2 oz: Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Metropolis,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Absolut Mandrin Vodka. triple sec. Rose`s lime juice and cranberry juice into a cocktail shaker half-filled with ice cubes. Shake well. strain into a cocktail glass. and serve., | 1 oz: Mandarin Vodka | 1 Splash(s): Triple Sec | 1 Splash(s): Lime Juice | 1 Splash(s): Cranberry Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Montreal Gin Sour,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake all ingredients (except lemon slice) with ice and strain into a whiskey sour glass. Add the slice of lemon and serve., | 1 oz: Gin | 1 oz: Lemon Juice | 1 tsp: Superfine Sugar | 1/2/2006: Egg White | 1: Lemon,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Apple Pie Cocktail 3,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Build apple schnapps and cinnamon schnapps over ice cubes in an old-fashioned glass. Garnish with a slice of apple. dust with cinnamon. and serve., | 3 oz: Apple Schnapps | 1 Splash(s): Cinnamon Schnapps | 1 Pinch(s): Cinnamon Sugar,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Midori Colada,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Blend ingredients. Best served in a hurricane glass with a straw., | 1 Part(s): White Rum | 2 Part(s): Melon Liqueur | 2 Part(s): Coconut Cream | 4 Part(s): Apple Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Mai Tai 3,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Stir all ingredients together in a highball glass with a few ice cubes. and serve., | 2 oz: White Rum | 2 oz: Dark Rum | 1/2:oz: Almond Liqueur | 1 oz: Triple Sec | 1 oz: Orange Juice | 1: Pineapple Juice | 1 1/2 oz: Grenadine Syrup | 1 Splash(s): Club Soda,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Mai Tai 2,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the white rum. orgeat syrup. triple sec and sour mix into a cocktail shaker half-filled with ice cubes. Shake well. and strain into a collins glass over several ice cubes. Garnish with a cherry. and serve., | 3 oz: White Rum | 1 1/2 oz: Orgeat Syrup | 1 1/2 oz: Triple Sec | 4 1/2 oz: Sours,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Mandarin Mojito,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add mint and lime wedge into Collins glass. then muddle. Fill glass with ice. Add half Sprite (or 7-up) and the other half with sweet and sour mix. Shake in mixing tin and pour., | 1 1/2 oz: Mandarin Vodka | 3 oz: Sours | 3 oz: Lemonade | 1: Lime | 4: Mint,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Mojito Diablo,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Muddle sugar. mint and squeezed lime wedges in mixing tin until mixture smells like spearmint gum. Fill with ice. add tequila and cassis. shake until the tin is icey to the touch. Pour into a collins glass. top with 7-up and garnish with a sugarcane stick, | 1.5: White Tequila | 38719: Blackcurrant Liqueur | 2: Lime | 12: Mint Leaves | 3-6 oz: Lemonade | 1 tbsp: Brown Sugar,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
